time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
287100,27-10-20 5:10,13.80773798,99.7140893,64.632548,,,156.419361,0,0,1990.997439,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.5,3.2,-3,0,0,1024,1024,1024,1024,121.3,-39.8,79,3.879,3.869,3.857,0,0,0,8.856,105.62,156.419361,64.632548,6,P-GPS,
287200,27-10-20 5:10,13.80773799,99.71408929,64.632548,,,156.419361,0,0,1990.997439,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.3,2.7,-2.4,0,0,1024,1024,1024,1024,121.3,-37.7,79,3.879,3.869,3.857,0,0,0,8.856,105.62,156.419361,64.632548,6,P-GPS,
287300,27-10-20 5:10,13.80773805,99.71408927,64.632548,,,156.419361,0,0,1990.984316,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.5,2.1,-2.1,0,0,1024,1024,1024,1024,121.3,-34.2,79,3.879,3.869,3.857,0,0,0,8.856,105.62,156.419361,64.632548,6,P-GPS,
287700,27-10-20 5:10,13.80773824,99.71408929,64.632548,,,156.419361,0,0,1990.92198,18,5,11.605,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.5,2.8,-2.2,0,0,1024,1024,1024,1024,121.3,-34.2,79,3.88,3.872,3.863,0,0,0,8.48,105.8,156.419361,64.632548,6,P-GPS,
287900,27-10-20 5:10,13.80773827,99.71408935,64.632548,,,156.419361,0,0,1990.899014,18,5,11.605,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.2,3,-2,0,0,1024,1024,1024,1291,121.3,-34.2,79,3.88,3.872,3.863,0,0,0,8.48,105.8,156.419361,64.632548,6,P-GPS,
288000,27-10-20 5:10,13.80773828,99.71408939,64.632548,,,156.419361,0,0,1990.889171,18,5,11.605,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.3,2.5,-2.4,0,0,1024,1024,1024,1291,121.3,-31.3,79,3.88,3.872,3.863,0,0,0,8.48,105.8,156.419361,64.632548,6,P-GPS,
288100,27-10-20 5:10,13.80773831,99.71408942,64.632548,,,156.419361,0,0,1990.872767,18,5,11.605,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.3,2.4,-2.4,0,0,1024,1024,1024,1388,121.3,-31.3,79,3.88,3.872,3.863,0,0,0,8.48,105.8,156.419361,64.632548,6,P-GPS,
288200,27-10-20 5:10,13.80773835,99.71408947,64.632548,,,156.419361,0,0,1990.849801,18,5,11.605,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.1,2.8,-1.8,0,0,1024,1024,1024,1387,121.3,-31.3,79,3.88,3.872,3.863,0,0,0,8.48,105.8,156.419361,64.632548,6,P-GPS,
288400,27-10-20 5:10,13.80773848,99.71408951,64.632548,,,156.419361,0,0,1990.803869,18,5,11.605,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.2,2.4,-1.7,0,0,1024,1024,1024,1399,121.4,-31.3,79,3.88,3.872,3.863,0,0,0,8.48,105.8,156.419361,64.632548,6,P-GPS,
288500,27-10-20 5:10,13.80773856,99.71408949,64.632548,,,156.419361,0,0,1990.787465,18,5,11.605,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.1,2.6,-1.4,0,0,1024,1024,1024,1432,122,-31.3,79,3.88,3.872,3.863,0,0,0,8.48,105.8,156.419361,64.632548,6,P-GPS,
288600,27-10-20 5:10,13.80773863,99.71408947,64.304464,,,156.091277,0,0,1990.76778,18,5,11.605,211.209389,119.422576,40.9583714,2340.278946,0,0,0,121.2,2.4,-1,0,0,1024,1024,1024,1024,122,-31.3,79,3.88,3.872,3.863,0,0,0,8.48,105.8,156.091277,64.304464,6,P-GPS,
288700,27-10-20 5:10,13.80773874,99.71408941,64.304464,,,156.091277,0,0,1990.751376,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,122.1,1.6,-1,0,0,1024,1024,1024,1024,122,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
288900,27-10-20 5:10,13.80773892,99.71408924,64.304464,,,156.091277,0,0,1990.731691,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,125.4,1,-1.2,0,0,1024,1024,1024,1024,129.7,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
289000,27-10-20 5:10,13.80773899,99.71408916,64.304464,,,156.091277,0,0,1990.725129,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,126.7,1,-2,0,0,1024,1024,1024,1024,133.1,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
289100,27-10-20 5:10,13.80773907,99.71408907,64.304464,,,156.091277,0,0,1990.721848,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,129.2,1,-1.9,0,0,1024,1024,1024,1024,133.1,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
289200,27-10-20 5:10,13.80773913,99.71408903,64.304464,,,156.091277,0,0,1990.712006,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,131.5,1,-1.5,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
289300,27-10-20 5:10,13.80773921,99.71408898,64.304464,,,156.091277,0,0,1990.698883,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,132.6,1.6,-1.6,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
289400,27-10-20 5:10,13.80773928,99.71408897,64.632548,,,156.419361,0,0,1990.679198,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133,2,-1.9,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.419361,64.632548,6,P-GPS,
289500,27-10-20 5:10,13.80773937,99.71408895,64.632548,,,156.419361,0,0,1990.656232,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.2,2.1,-1.6,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.419361,64.632548,6,P-GPS,
289600,27-10-20 5:10,13.80773946,99.71408896,64.632548,,,156.419361,0,0,1990.629985,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.3,1.8,-1.1,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.419361,64.632548,6,P-GPS,
289700,27-10-20 5:10,13.80773958,99.71408891,64.304464,,,156.091277,0,0,1990.603738,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.4,1.4,-0.8,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
289900,27-10-20 5:10,13.80773978,99.71408882,64.304464,,,156.091277,0,0,1990.564368,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.5,1.2,-1.3,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
290000,27-10-20 5:10,13.80773985,99.7140888,64.304464,,,156.091277,0,0,1990.547964,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.5,1.3,-1.3,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
290100,27-10-20 5:10,13.80773989,99.71408874,64.304464,,,156.091277,0,0,1990.544683,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.5,1.2,-0.5,0,0,1024,1024,1024,1024,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
290200,27-10-20 5:10,13.80773991,99.71408872,64.304464,,,156.091277,0,0,1990.544683,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.5,1.3,-1.2,0,0,1024,1024,1024,1087,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
290500,27-10-20 5:10,13.80773996,99.71408873,64.304464,,,156.091277,0,0,1990.528279,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.6,1.5,-0.9,0,0,1024,1024,1024,1177,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.091277,64.304464,6,P-GPS,
290600,27-10-20 5:10,13.80773997,99.71408878,64.632548,,,156.419361,0,0,1990.515156,18,5,11.799,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.4,1.2,-1.1,0,0,1024,1024,1024,1376,133.5,-31.3,79,3.881,3.874,3.865,0,0,0,8.36,105.8,156.419361,64.632548,6,P-GPS,
290700,27-10-20 5:10,13.80773995,99.71408884,64.632548,,,156.419361,0,0,1990.508594,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0,133.4,1.5,-1.7,0,0,1024,1024,1024,1380,133.6,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
290800,27-10-20 5:10,13.80773992,99.71408894,64.632548,,,156.419361,0,0.223694,1990.498751,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0.223694,0,133.4,2.1,-1.2,0,0,1024,1024,1024,1392,134.4,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
290900,27-10-20 5:10,13.80773989,99.71408902,64.632548,,,156.419361,0,0.223694,1990.49219,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0.223694,0,133.5,2.2,-1.1,0,0,1024,1024,1024,1393,136.4,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
291000,27-10-20 5:10,13.80773984,99.71408912,64.632548,,,156.419361,0,0,1990.482347,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0,134.4,2.6,-0.6,0,0,1024,1024,1024,1407,143.7,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
291300,27-10-20 5:10,13.80773969,99.71408917,64.632548,,,156.419361,0,0,1990.515156,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0,140,2.6,-1.7,0,0,1024,1024,1024,1397,143.7,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
291400,27-10-20 5:10,13.80773962,99.71408921,64.632548,,,156.419361,0,0,1990.53156,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0,142.5,3.2,-1.9,0,0,1024,1024,1024,1397,149,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
291500,27-10-20 5:10,13.80773958,99.71408919,64.632548,,,156.419361,0,0,1990.547964,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0,144.9,3.4,-1.3,0,0,1024,1024,1024,1024,154.5,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
291700,27-10-20 5:10,13.80773954,99.71408916,64.632548,,,156.419361,0,0,1990.564368,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0.223694,150.4,3.3,-1.2,0,0,1024,1024,1024,1024,154.5,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
291900,27-10-20 5:10,13.80773953,99.71408913,64.632548,,,156.419361,0,0,1990.57093,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0.223694,155.8,3.2,-1.2,0,0,1301,1024,1024,1024,154.5,-31.3,78,3.881,3.872,3.862,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
292000,27-10-20 5:10,13.80773952,99.71408915,64.632548,,,156.419361,0,0,1990.57093,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0.223694,159,3.3,-1.1,0,0,1332,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
292100,27-10-20 5:10,13.80773958,99.7140891,64.632548,,,156.419361,0,0,1990.564368,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0.223694,161.9,3.4,-0.5,0,0,1333,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
292200,27-10-20 5:10,13.80773959,99.71408911,64.632548,,,156.419361,0,0,1990.557806,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,0,0,0,163.3,3.1,-0.1,0,0,1327,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
292400,27-10-20 5:10,13.80773961,99.71408908,64.632548,,,156.419361,0,0.223694,1990.561087,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-0.223694,0,0,164.6,-1,-0.1,0,0,1322,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
292500,27-10-20 5:10,13.80773956,99.71408903,64.632548,,,156.419361,0,0.223694,1990.587334,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-0.223694,0,0,164.9,-1.4,0.1,0,0,1314,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
292600,27-10-20 5:10,13.80773941,99.71408901,64.632548,,,156.419361,0,0.223694,1990.633266,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-0.447388,0,0,165.1,-1.3,-0.8,0,0,1314,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
292700,27-10-20 5:10,13.80773921,99.71408897,64.632548,,,156.419361,0,0.223694,1990.698883,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-0.671082,0,0,165.1,-0.5,-0.5,0,0,1314,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
292900,27-10-20 5:10,13.80773861,99.71408892,64.632548,,,156.419361,0,0.894776,1990.889171,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-0.894776,0,0,165.1,0.2,-0.3,0,0,1314,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
293000,27-10-20 5:10,13.80773823,99.71408892,64.632548,,,156.419361,0,0.894776,1991.00072,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-0.894776,0,0,165,0.2,-0.3,0,0,1311,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
293100,27-10-20 5:10,13.80773785,99.71408889,64.632548,,,156.419361,0,1.11847,1991.122111,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-1.11847,0,0,165,0,-0.2,0,0,1310,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
293200,27-10-20 5:10,13.80773742,99.7140889,64.632548,,,156.419361,0,1.11847,1991.246783,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-1.11847,0,0,165,-0.4,-0.3,0,0,1310,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
293300,27-10-20 5:10,13.80773697,99.71408888,64.632548,,,156.419361,0,1.3645334,1991.384578,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-1.342164,0.223694,0,165,-0.5,-0.6,0,0,1309,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
293400,27-10-20 5:10,13.80773646,99.7140889,64.632548,,,156.419361,0,1.3645334,1991.528935,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-1.342164,0.223694,0,165.1,-0.6,-0.5,0,0,1309,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
293500,27-10-20 5:10,13.80773596,99.7140889,64.632548,,,156.419361,0,1.3645334,1991.676573,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-1.342164,0.223694,0,164.9,-0.7,-0.6,0,0,1309,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
293600,27-10-20 5:10,13.80773539,99.71408894,64.632548,,,156.419361,0,1.5882274,1991.837334,18,5,11.885,211.209389,119.422576,40.9583714,2340.278946,-1.565858,0.223694,0,164.8,-0.8,-0.4,0,0,1309,1024,1024,1024,164.9,-31.3,78,3.882,3.875,3.866,0,0,0,8.412,105.8,156.419361,64.632548,6,P-GPS,
293700,27-10-20 5:10,13.80773484,99.71408894,64.632548,,,156.419361,0,1.5882274,1992.004657,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-1.565858,0.223694,0,164.8,-0.9,-0.5,0,0,1308,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
293800,27-10-20 5:10,13.80773421,99.71408898,64.632548,,,156.419361,0,1.8119214,1992.181822,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-1.789552,0.223694,0,164.8,-1.1,-0.5,0,0,1308,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
293900,27-10-20 5:10,13.80773356,99.71408905,64.632548,,,156.419361,0,1.8119214,1992.358988,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-1.789552,0.223694,0,164.7,-1.1,-0.6,0,0,1306,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
294000,27-10-20 5:10,13.80773283,99.71408917,64.632548,,,156.419361,0,2.0356154,1992.549276,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-2.013246,0.223694,0,164.8,-1.2,-0.5,0,0,1303,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
294100,27-10-20 5:10,13.80773209,99.71408927,64.632548,,,156.419361,0,2.0356154,1992.749408,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-2.013246,0.223694,0,164.8,-1.3,-0.5,0,0,1302,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
294200,27-10-20 5:10,13.80773127,99.7140894,64.632548,,,156.419361,0,2.2816788,1992.965943,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-2.23694,0.447388,0,164.8,-1.1,-0.8,0,0,1302,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
294300,27-10-20 5:10,13.80773046,99.71408951,64.632548,,,156.419361,0,2.2816788,1993.185759,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-2.23694,0.447388,0,164.7,-1,-0.6,0,0,1304,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
294400,27-10-20 5:10,13.80772956,99.71408967,64.632548,,,156.419361,0,2.5053728,1993.415418,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-2.460634,0.447388,0,164.5,-0.8,-0.5,0,0,1304,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
294500,27-10-20 5:10,13.80772869,99.71408978,64.632548,,,156.419361,0,2.5053728,1993.651639,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-2.460634,0.447388,0,164.3,-0.6,-0.1,0,0,1317,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
294600,27-10-20 5:10,13.80772775,99.71408995,64.632548,,,156.419361,0,2.5053728,1993.897702,18,5,11.82,211.209389,119.422576,40.9583714,2340.278946,-2.460634,0.447388,0,164.3,-0.8,0.4,0,0,1317,1024,1024,1024,164.9,-31.3,78,3.885,3.876,3.866,0,0,0,8.158,105.98,156.419361,64.632548,6,P-GPS,
294700,27-10-20 5:10,13.80772681,99.71409013,64.632548,,,156.419361,0,2.7290668,1994.137203,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-2.684328,0.447388,0,164.5,-0.8,0.3,0,0,1326,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
294800,27-10-20 5:10,13.80772579,99.71409034,64.632548,,,156.419361,0,2.7738056,1994.396389,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-2.684328,0.671082,0,164.6,-1,-0.4,0,0,1333,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
294900,27-10-20 5:10,13.80772476,99.71409056,64.632548,,,156.419361,0,2.9751302,1994.658856,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-2.908022,0.671082,0,164.6,-1.1,-0.7,0,0,1341,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
295000,27-10-20 5:10,13.80772365,99.71409082,64.632548,,,156.419361,0,2.9751302,1994.931166,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-2.908022,0.671082,0,164.4,-1,-0.4,0,0,1341,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
295100,27-10-20 5:10,13.80772256,99.71409111,64.632548,,,156.419361,0,3.1988242,1995.196914,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-3.131716,0.671082,0,164.3,-1.2,0,0,0,1341,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
295200,27-10-20 5:10,13.8077214,99.71409142,64.632548,,,156.419361,0,3.1988242,1995.479066,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-3.131716,0.671082,0,164.5,-1.4,0,0,0,1343,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
295300,27-10-20 5:10,13.80772023,99.71409172,64.632548,,,156.419361,0,3.1988242,1995.7645,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-3.131716,0.671082,0,164.5,-1.1,0.1,0,0,1352,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
295400,27-10-20 5:10,13.80771898,99.71409203,64.304464,,,156.091277,0,3.4225182,1996.069618,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-3.35541,0.671082,0,164.7,-1.6,0.5,0,0,1355,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.091277,64.304464,6,P-GPS,
295500,27-10-20 5:10,13.8077177,99.71409227,64.632548,,,156.419361,0,3.4225182,1996.400983,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-3.35541,0.671082,0,164.8,-1.4,0,0,0,1360,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
295600,27-10-20 5:10,13.80771634,99.71409253,64.632548,,,156.419361,0,3.6462122,1996.752032,18,5,11.691,211.209389,119.422576,40.9583714,2340.278946,-3.579104,0.671082,0,164.8,-1.2,-0.2,0,0,1360,1024,1024,1024,164.9,-31.3,78,3.88,3.872,3.861,0,0,0,8.238,106.16,156.419361,64.632548,6,P-GPS,
295700,27-10-20 5:10,13.80771497,99.71409277,64.632548,,,156.419361,0,3.6462122,1997.109644,18,5,11.669,211.209389,119.422576,40.9583714,2340.278946,-3.579104,0.671082,0,164.8,-1.7,0,0,0,1360,1024,1024,1024,164.9,-31.3,78,3.877,3.867,3.858,0,0,0,8.564,106.34,156.419361,64.632548,6,P-GPS,
295800,27-10-20 5:10,13.80771352,99.71409304,64.632548,,,156.419361,0,3.8699062,1997.48366,18,5,11.669,211.209389,119.422576,40.9583714,2340.278946,-3.802798,0.671082,0,164.7,-1.4,-0.3,0,0,1360,1024,1024,1024,164.9,-31.3,78,3.877,3.867,3.858,0,0,0,8.564,106.34,156.419361,64.632548,6,P-GPS,
295900,27-10-20 5:10,13.80771206,99.71409331,64.632548,,,156.419361,0,3.8699062,1997.857675,18,5,11.669,211.209389,119.422576,40.9583714,2340.278946,-3.802798,0.671082,0,164.7,-1.8,0,0,0,1365,1024,1024,1024,164.9,-31.3,78,3.877,3.867,3.858,0,0,0,8.564,106.34,156.419361,64.632548,6,P-GPS,
296000,27-10-20 5:10,13.80771054,99.71409362,64.304464,,,156.091277,0,4.0712308,1998.251376,18,5,11.669,211.209389,119.422576,40.9583714,2340.278946,-4.026492,0.671082,0,164.9,-1.4,-0.7,0,0,1373,1024,1024,1024,164.9,-31.3,78,3.877,3.867,3.858,0,0,0,8.564,106.34,156.091277,64.304464,6,P-GPS,
296100,27-10-20 5:10,13.80770899,99.71409385,64.304464,,,156.091277,0,4.1159696,1998.661481,18,5,11.669,211.209389,119.422576,40.9583714,2340.278946,-4.026492,0.894776,0,165,-1.1,-0.7,0,0,1373,1024,1024,1024,164.9,-31.3,78,3.877,3.867,3.858,0,0,0,8.564,106.34,156.091277,64.304464,6,P-GPS,
296200,27-10-20 5:10,13.80770738,99.71409413,64.304464,,,156.091277,0,4.1159696,1999.081429,18,5,11.669,211.209389,119.422576,40.9583714,2340.278946,-4.026492,0.894776,0,164.9,-1.1,-0.8,0,0,1380,1024,1024,1024,164.9,-31.3,78,3.877,3.867,3.858,0,0,0,8.564,106.34,156.091277,64.304464,6,P-GPS,
296300,27-10-20 5:10,13.80770579,99.71409436,64.304464,,,156.091277,0,4.1159696,1999.507938,18,5,11.669,211.209389,119.422576,40.9583714,2340.278946,-4.250186,0.894776,0,164.9,-1.3,-0.8,0,0,1383,1024,1024,1024,164.9,-31.3,78,3.877,3.867,3.858,0,0,0,8.564,106.34,156.091277,64.304464,6,P-GPS,
