time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
8100,27-10-20 5:05,13.81217579,99.71736389,54.461944,,,146.248757,49.868768,0,2.258769757,10,4,11.907,146.248757,54.461944,0.223694,2.542775672,0,0,-8.724066,167.3,2,0.3,0,0,1024,1024,1684,1215,168.8,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,146.248757,54.461944,6,P-GPS,
8200,27-10-20 5:05,13.81217588,99.71736384,55.77428,,,147.561093,51.181104,0,2.298097186,10,4,11.907,147.561093,55.77428,0.223694,2.542775672,0,0,-8.94776,168,2.2,0.6,0,0,1024,1024,1684,1214,169.5,0,99,3.945,3.943,3.935,0,0,0,11.908,84.92,147.561093,55.77428,6,P-GPS,
8300,27-10-20 5:05,13.81217589,99.71736376,57.086616,,,148.873429,52.49344,0,2.314845875,10,4,11.734,148.873429,57.086616,0.223694,2.542775672,0,0,-8.94776,168.6,2,0,0,0,1024,1024,1684,1212,170.2,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,148.873429,57.086616,6,P-GPS,
8400,27-10-20 5:05,13.81217594,99.7173637,58.398952,,,150.185765,0,0,2.340823566,10,4,11.734,150.185765,58.398952,0.223694,2.542775672,0,0,-8.94776,169.4,1.8,-0.3,0,0,1024,1024,1684,1212,170.9,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,150.185765,58.398952,6,P-GPS,
8500,27-10-20 5:05,13.81217596,99.71736352,59.711288,,,151.498101,0,0,2.380633278,10,4,11.734,151.498101,59.711288,0.223694,2.542775672,0,0,-9.171454,170.1,-0.1,0.1,0,0,1024,1024,1684,1212,171.6,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,151.498101,59.711288,6,P-GPS,
8600,27-10-20 5:05,13.81217598,99.71736341,61.351708,,,153.138521,0,0,2.408661494,10,4,11.734,153.138521,61.351708,0.223694,2.542775672,0,0,-9.395148,171.2,0.2,2.1,0,0,1024,1024,1684,1212,172.3,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,153.138521,61.351708,6,P-GPS,
8700,27-10-20 5:05,13.81217597,99.71736334,62.664044,,,154.450857,0,0.223694,2.417231048,10,4,11.734,154.450857,62.664044,0.223694,2.542775672,-0.223694,0,-9.395148,171.6,1.4,2.4,0,0,1024,1024,1684,1213,173,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,154.450857,62.664044,6,P-GPS,
8800,27-10-20 5:05,13.81217594,99.71736328,63.97638,,,155.763193,0,0.223694,2.423645091,10,4,11.734,155.763193,63.97638,0.223694,2.542775672,-0.223694,0,-9.171454,172.3,2.8,2.1,0,0,1024,1024,1684,1212,173.7,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,155.763193,63.97638,6,P-GPS,
8900,27-10-20 5:05,13.81217591,99.71736321,65.6168,,,157.403613,0,0,2.426505983,10,4,11.734,157.403613,65.6168,0.223694,2.542775672,0,0,-9.171454,172.9,3.5,1,0,0,1024,1024,1684,1214,174.3,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,157.403613,65.6168,6,P-GPS,
9000,27-10-20 5:05,13.81217591,99.71736314,66.929136,,,158.715949,0,0,2.441748766,10,4,11.734,158.715949,66.929136,0.223694,2.542775672,0,0,-9.395148,173.5,2.6,0.8,0,0,1024,1024,1684,1215,175,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,158.715949,66.929136,6,P-GPS,
9100,27-10-20 5:05,13.81217598,99.71736302,68.569556,,,160.356369,0,0,2.486423964,10,4,11.734,160.356369,68.569556,0.223694,2.542775672,0,0,-9.395148,174.2,1.8,0.9,0,0,1024,1024,1684,1215,175.7,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,160.356369,68.569556,6,P-GPS,
9200,27-10-20 5:05,13.81217604,99.71736292,69.881892,,,161.668705,0,0,2.52523302,10,4,11.734,161.668705,69.881892,0.223694,2.542775672,0,0,-9.171454,174.9,1.1,1,0,0,1024,1024,1684,1225,176.4,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,161.668705,69.881892,6,P-GPS,
9300,27-10-20 5:05,13.81217607,99.71736289,71.522312,,,163.309125,0,0,2.540275672,10,4,11.95,163.309125,71.522312,0.223694,2.542775672,0,0,-9.171454,175.8,1.1,1.3,0,0,1024,1024,1684,1241,177.2,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,163.309125,71.522312,6,P-GPS,
9400,27-10-20 5:05,13.81217607,99.71736286,72.834648,,,164.621461,0,0,2.546745488,10,4,11.95,164.621461,72.834648,0.223694,2.546745488,0,0,-9.171454,176.2,1.7,1.4,0,0,1024,1024,1684,1243,178,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,164.621461,72.834648,6,P-GPS,
9500,27-10-20 5:05,13.812176,99.71736284,74.475068,,,166.261881,0,0.223694,2.532687089,10,4,11.95,166.261881,74.475068,0.223694,2.546745488,-0.223694,0,-9.171454,177.5,2.9,2.1,0,0,1024,1024,1684,1263,178.9,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,166.261881,74.475068,6,P-GPS,
9600,27-10-20 5:05,13.81217593,99.71736282,75.787404,,,167.574217,0,0.223694,2.51617134,10,4,11.95,167.574217,75.787404,0.223694,2.546745488,-0.223694,0,-9.171454,177.8,3.4,2.9,0,0,1024,1024,1684,1267,179.9,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,167.574217,75.787404,6,P-GPS,
9700,27-10-20 5:05,13.81217581,99.71736273,77.427824,,,169.214637,0,0.223694,2.501945618,10,4,11.95,169.214637,77.427824,0.223694,2.546745488,-0.223694,0,-9.171454,179.1,3.8,2.6,0,0,1024,1024,1684,1269,181.1,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,169.214637,77.427824,6,P-GPS,
9800,27-10-20 5:05,13.81217572,99.71736264,79.068244,,,170.855057,0,0.223694,2.495249424,10,4,11.95,170.855057,79.068244,0.223694,2.546745488,-0.223694,0,-9.171454,179.6,3.9,2.1,0,0,1024,1024,1684,1269,182.2,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,170.855057,79.068244,6,P-GPS,
9900,27-10-20 5:05,13.81217559,99.71736253,80.38058,,,172.167393,0,0.223694,2.485219896,10,4,11.95,172.167393,80.38058,0.223694,2.546745488,-0.223694,0,-9.171454,181.1,3.9,2,0,0,1024,1024,1684,1276,183.4,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,172.167393,80.38058,6,P-GPS,
10000,27-10-20 5:05,13.81217548,99.71736242,82.021,,,173.807813,0,0.223694,2.481164778,10,4,11.95,173.807813,82.021,0.223694,2.546745488,-0.223694,0,-9.395148,182.1,4.8,2.1,0,0,1024,1024,1684,1284,184.6,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,173.807813,82.021,6,P-GPS,
10100,27-10-20 5:05,13.8121754,99.71736228,83.66142,,,175.448233,0,0.223694,2.495406904,10,4,11.95,175.448233,83.66142,0.223694,2.546745488,-0.223694,0,-9.171454,183.6,4.1,2.5,0,0,1024,1024,1684,1285,185.9,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,175.448233,83.66142,6,P-GPS,
10200,27-10-20 5:05,13.81217534,99.71736212,85.30184,,,177.088653,0,0.223694,2.516610973,10,4,11.95,177.088653,85.30184,0.223694,2.546745488,-0.223694,0,-9.395148,184.6,4.1,1.4,0,0,1024,1024,1684,1289,187.2,0,99,3.907,3.903,3.89,0,0,0,13.184,84.92,177.088653,85.30184,6,P-GPS,
10300,27-10-20 5:05,13.81217528,99.717362,86.94226,,,178.729073,0,0.223694,2.535810449,10,4,12.122,178.729073,86.94226,0.223694,2.546745488,-0.223694,0,-9.395148,186,4.6,1.4,0,0,1024,1024,1684,1323,188.5,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,178.729073,86.94226,6,P-GPS,
10400,27-10-20 5:05,13.81217523,99.71736189,88.58268,,,180.369493,0,0.223694,2.551958743,10,4,12.122,180.369493,88.58268,0.223694,2.551958743,-0.223694,0,-9.395148,187.3,5.4,1.7,0,0,1024,1024,1684,1336,190.1,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,180.369493,88.58268,6,P-GPS,
10500,27-10-20 5:05,13.8121752,99.71736175,90.2231,,,182.009913,0,0,2.580564387,10,4,12.122,182.009913,90.2231,0.223694,2.580564387,0,0,-9.395148,188.4,5.2,1.8,0,0,1024,1024,1684,1336,192,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,182.009913,90.2231,6,P-GPS,
10600,27-10-20 5:05,13.81217519,99.71736163,91.535436,,,183.322249,0,0,2.607529611,10,4,12.122,183.322249,91.535436,0.223694,2.607529611,0,0,-9.395148,189.9,4.6,2.5,0,0,1024,1024,1684,1341,193.9,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,183.322249,91.535436,6,P-GPS,
10700,27-10-20 5:05,13.81217515,99.71736149,93.175856,,,184.962669,0,0,2.635872788,10,4,12.122,184.962669,93.175856,0.223694,2.635872788,0,0,-9.171454,191.9,4.2,2.8,0,0,1024,1024,1684,1348,195.9,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,184.962669,93.175856,6,P-GPS,
10800,27-10-20 5:05,13.81217512,99.71736137,94.816276,,,186.603089,0,0,2.66353355,10,4,12.122,186.603089,94.816276,0.223694,2.66353355,0,0,-9.171454,193.9,4.2,3.6,0,0,1024,1024,1684,1354,197.9,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,186.603089,94.816276,6,P-GPS,
10900,27-10-20 5:05,13.81217509,99.71736122,96.456696,,,188.243509,0,0,2.694717934,10,4,12.122,188.243509,96.456696,0.223694,2.694717934,0,0,-9.171454,195.7,3.9,3.6,0,0,1024,1024,1684,1358,200,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,188.243509,96.456696,6,P-GPS,
11000,27-10-20 5:05,13.81217506,99.71736108,98.097116,,,189.883929,0,0,2.730141163,10,4,12.122,189.883929,98.097116,0.223694,2.730141163,0,0,-9.171454,197.1,4.2,2.8,0,0,1024,1024,1684,1373,202.2,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,189.883929,98.097116,6,P-GPS,
11100,27-10-20 5:05,13.81217502,99.71736087,99.737536,,,191.524349,0,0,2.778756651,10,4,12.122,191.524349,99.737536,0.223694,2.778756651,0,0,-9.171454,199.4,3.9,3.3,0,0,1024,1024,1684,1393,204.5,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,191.524349,99.737536,6,P-GPS,
11200,27-10-20 5:05,13.812175,99.71736069,101.377956,,,193.164769,0,0,2.826686442,10,4,12.122,193.164769,101.377956,0.223694,2.826686442,0,0,-9.395148,201.9,4.2,3.4,0,0,1024,1024,1649,1536,207.1,0,99,3.919,3.919,3.909,0,0,0,12.114,85.1,193.164769,101.377956,6,P-GPS,
11300,27-10-20 5:05,13.81217498,99.71736046,103.018376,,,194.805189,0,0,2.89092857,10,4,11.971,194.805189,103.018376,0.223694,2.89092857,0,0,-9.395148,204.4,4.6,3.7,0,0,1024,1024,1024,1024,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,194.805189,103.018376,6,P-GPS,
11400,27-10-20 5:05,13.81217498,99.71736024,104.658796,,,196.445609,0,0,2.953851801,10,4,11.971,196.445609,104.658796,0.223694,2.953851801,0,0,-9.171454,207.2,4.8,3.7,0,0,1024,1024,1024,1024,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,196.445609,104.658796,6,P-GPS,
11500,27-10-20 5:05,13.81217495,99.71736006,106.299216,,,198.086029,0,0,3.002401671,10,4,11.971,198.086029,106.299216,0.223694,3.002401671,0,0,-8.276678,208.6,5.1,4.1,0,0,1026,1024,1024,1024,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,198.086029,106.299216,6,P-GPS,
11600,27-10-20 5:05,13.81217494,99.71735988,107.611552,,,199.398365,0,0,3.051820964,10,4,11.971,199.398365,107.611552,0.223694,3.051820964,0,0,-7.605596,209.4,4.7,4.7,0,0,1027,1024,1024,1024,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,199.398365,107.611552,6,P-GPS,
11700,27-10-20 5:05,13.81217495,99.71735971,108.923888,,,200.710701,0,0,3.104708105,10,4,11.971,200.710701,108.923888,0.223694,3.104708105,0,0,-6.71082,209.7,4.6,5.1,0,0,1027,1024,1024,1024,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,200.710701,108.923888,6,P-GPS,
11800,27-10-20 5:05,13.81217496,99.71735954,109.90814,,,201.694953,0,0,3.158720574,10,4,11.971,201.694953,109.90814,0.223694,3.158720574,0,0,-5.59235,209.8,4.4,5,0,0,1033,1024,1024,1024,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,201.694953,109.90814,6,P-GPS,
11900,27-10-20 5:05,13.81217496,99.71735937,110.892392,,,202.679205,0,0,3.210518475,10,4,11.971,202.679205,110.892392,0.223694,3.210518475,0,0,-4.47388,209.9,4.5,5,0,0,1034,1024,1024,1024,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,202.679205,110.892392,6,P-GPS,
12000,27-10-20 5:05,13.81217497,99.7173592,111.54856,,,203.335373,0,0,3.263599186,10,4,11.971,203.335373,111.54856,0.223694,3.263599186,0,0,-3.579104,209.9,4.6,5.2,0,0,1027,1024,1024,1024,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,203.335373,111.54856,6,P-GPS,
12100,27-10-20 5:05,13.81217497,99.71735909,112.204728,,,203.991541,0,0,3.298851812,10,4,11.971,203.991541,112.204728,0.223694,3.298851812,0,0,-2.684328,209.8,4.7,5.4,0,0,1024,1024,1024,1130,209.5,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,203.991541,112.204728,6,P-GPS,
12200,27-10-20 5:05,13.81217498,99.71735896,112.860896,,,204.647709,0,0,3.34071533,10,4,11.971,204.647709,112.860896,0.223694,3.34071533,0,0,-1.789552,209.8,5,5.6,0,0,1024,1024,1024,1323,209.6,0,99,3.933,3.93,3.922,0,0,0,10.918,85.1,204.647709,112.860896,6,P-GPS,
12300,27-10-20 5:05,13.81217498,99.71735879,113.18898,,,204.975793,0,0,3.393930555,10,4,12.187,204.975793,113.18898,0.223694,3.393930555,0,0,-1.11847,209.9,5.3,5.5,0,0,1024,1024,1058,1444,211,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,204.975793,113.18898,6,P-GPS,
12400,27-10-20 5:05,13.81217501,99.71735861,113.517064,,,205.303877,0,0,3.452854441,10,4,12.187,205.303877,113.517064,0.223694,3.452854441,0,0,-0.671082,210.3,5.3,5.2,0,0,1024,1024,1091,1492,213.6,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,205.303877,113.517064,6,P-GPS,
12500,27-10-20 5:05,13.8121751,99.71735849,113.845148,,,205.631961,0,0,3.506332133,10,4,12.187,205.631961,113.845148,0.223694,3.506332133,0,0,-0.447388,211.7,4.9,5.4,0,0,1024,1024,1109,1497,217.6,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,205.631961,113.845148,6,P-GPS,
12600,27-10-20 5:05,13.81217521,99.71735835,113.845148,,,205.631961,0,0,3.568963369,10,4,12.187,205.631961,113.845148,0.223694,3.568963369,0,0,-0.223694,214.1,4.6,5.5,0,0,1024,1024,1124,1520,222,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,205.631961,113.845148,6,P-GPS,
12700,27-10-20 5:05,13.81217536,99.71735829,114.173232,,,205.960045,0,0,3.612631349,10,4,12.187,205.960045,114.173232,0.223694,3.612631349,0,0,-0.223694,218,4.2,5.7,0,0,1024,1024,1130,1520,226.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,205.960045,114.173232,6,P-GPS,
12800,27-10-20 5:05,13.81217552,99.7173582,114.501316,,,206.288129,0,0,3.671784894,10,4,12.187,206.288129,114.501316,0.223694,3.671784894,0,0,-0.223694,222.4,3.6,6.2,0,0,1024,1024,1146,1531,231.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,206.288129,114.501316,6,P-GPS,
12900,27-10-20 5:05,13.81217572,99.71735804,114.8294,,,206.616213,0,0,3.758858388,10,4,12.187,206.616213,114.8294,0.223694,3.758858388,0,0,-0.223694,227.2,3.3,6.4,0,0,1024,1024,1160,1555,237,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,206.616213,114.8294,6,P-GPS,
13000,27-10-20 5:05,13.81217595,99.71735787,114.8294,,,206.616213,0,0,3.852690412,10,4,12.187,206.616213,114.8294,0.223694,3.852690412,0,0,0,232.4,2.9,6.3,0,0,1024,1024,1172,1553,242.6,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,206.616213,114.8294,6,P-GPS,
13100,27-10-20 5:05,13.81217617,99.71735776,115.157484,,,206.944297,0,0,3.928149732,10,4,12.187,206.944297,115.157484,0.223694,3.928149732,0,0,-0.223694,237.5,2,6.2,0,0,1057,1024,1024,1024,248.4,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,206.944297,115.157484,6,P-GPS,
13200,27-10-20 5:05,13.81217641,99.71735763,115.485568,,,207.272381,0,0,4.014074932,10,4,12.187,207.272381,115.485568,0.223694,4.014074932,0,0,-0.223694,242.6,1.1,5.9,0,0,1425,1024,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,207.272381,115.485568,6,P-GPS,
13300,27-10-20 5:05,13.81217665,99.71735764,115.813652,,,207.600465,0,0,4.05738202,10,4,12.079,207.600465,115.813652,0.223694,4.05738202,0,0,-0.671082,247.4,-1.4,4.3,0,0,1684,911,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,207.600465,115.813652,6,P-GPS,
13400,27-10-20 5:05,13.81217687,99.71735759,115.813652,,,207.600465,0,0,4.116601182,10,4,12.079,207.600465,115.813652,0.223694,4.116601182,0,0,-0.223694,249.2,-15.4,4,0,0,1684,834,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,207.600465,115.813652,6,P-GPS,
13500,27-10-20 5:05,13.81217695,99.71735746,116.141736,,,207.928549,0,0.7158208,4.171259976,10,4,12.079,207.928549,116.141736,0.7158208,4.171259976,-0.223694,-0.671082,-0.223694,249.8,-19.7,2.3,0,0,1684,874,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,207.928549,116.141736,6,P-GPS,
13600,27-10-20 5:05,13.81217691,99.71735702,116.46982,,,208.256633,0,1.2079476,4.294389901,10,4,12.079,208.256633,116.46982,1.2079476,4.294389901,-0.447388,-1.11847,0,250.2,-21.9,1.6,0,0,1684,929,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,208.256633,116.46982,6,P-GPS,
13700,27-10-20 5:05,13.81217666,99.7173563,116.797904,,,208.584717,0,1.9908766,4.462008017,10,4,12.079,208.584717,116.797904,1.9908766,4.462008017,-0.894776,-1.789552,-0.223694,250.5,-22.3,2,0,0,1684,1024,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,208.584717,116.797904,6,P-GPS,
13800,27-10-20 5:05,13.81217627,99.71735526,116.797904,,,208.584717,0,2.9974996,4.720275742,10,4,12.079,208.584717,116.797904,2.9974996,4.720275742,-1.342164,-2.684328,0,250.4,-22.7,2.9,0,0,1684,1024,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,208.584717,116.797904,6,P-GPS,
13900,27-10-20 5:05,13.81217568,99.71735379,117.125988,,,208.912801,0,3.7133204,5.106594652,10,4,12.079,208.912801,117.125988,3.7133204,5.106594652,-1.565858,-3.35541,0.223694,250.2,-22.6,3.3,0,0,1684,1024,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,208.912801,117.125988,6,P-GPS,
14000,27-10-20 5:05,13.81217499,99.71735205,117.125988,,,208.912801,0,4.4962494,5.603543486,10,4,12.079,208.912801,117.125988,4.4962494,5.603543486,-2.013246,-4.026492,0,250.2,-21.3,3.5,0,0,1684,1024,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,208.912801,117.125988,6,P-GPS,
14100,27-10-20 5:05,13.81217417,99.71734991,117.454072,,,209.240885,0,5.2120702,6.260400463,10,4,12.079,209.240885,117.454072,5.2120702,6.260400463,-2.23694,-4.697574,0,250.4,-19.5,3.6,0,0,1684,1024,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,209.240885,117.454072,6,P-GPS,
14200,27-10-20 5:05,13.81217327,99.71734758,117.454072,,,209.240885,0,5.704197,7.015551406,10,4,12.079,209.240885,117.454072,5.704197,7.015551406,-2.460634,-5.144962,0,250.8,-18.1,3.8,0,0,1684,1024,1024,1024,250.8,0,98,4.048,4.047,4.044,0,0,0,6.446,85.28,209.240885,117.454072,6,P-GPS,
14300,27-10-20 5:05,13.81217239,99.71734489,117.782156,,,209.568969,0,5.704197,7.923786343,10,4,11.885,209.568969,117.782156,5.704197,7.923786343,-2.460634,-5.816044,0.223694,251,-16.7,3.7,0,0,1684,1024,1024,1024,250.8,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,209.568969,117.782156,6,P-GPS,
14400,27-10-20 5:05,13.81217142,99.71734208,117.782156,,,209.568969,0,6.822667,8.895932043,10,4,11.885,209.568969,117.782156,6.822667,8.895932043,-2.684328,-6.263432,0.223694,250.8,-15.5,3.6,0,0,1684,1024,1024,1024,250.8,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,209.568969,117.782156,6,P-GPS,
14500,27-10-20 5:05,13.81217053,99.71733908,117.782156,,,209.568969,0,7.0239916,9.950853337,10,4,11.885,209.568969,117.782156,7.0239916,9.950853337,-2.684328,-6.487126,0.671082,250.8,-15.1,3.4,0,0,1684,1024,1024,1024,250.8,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,209.568969,117.782156,6,P-GPS,
14600,27-10-20 5:05,13.81216953,99.71733597,117.454072,,,209.240885,0,7.5161184,11.05872739,10,4,11.885,209.568969,117.782156,7.5161184,11.05872739,-2.908022,-6.934514,0.894776,251,-14.9,3.1,0,0,1684,1024,1024,1024,250.8,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,209.240885,117.454072,6,P-GPS,
14700,27-10-20 5:05,13.81216862,99.71733259,117.454072,,,209.240885,0,7.941137,12.26886522,10,4,11.885,209.568969,117.782156,7.941137,12.26886522,-2.908022,-7.381902,0.671082,250.9,-14.5,2.8,0,0,1684,1024,1024,1024,250.8,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,209.240885,117.454072,6,P-GPS,
14800,27-10-20 5:05,13.81216758,99.71732912,117.454072,,,209.240885,0,8.4332638,13.52342563,10,4,11.885,209.568969,117.782156,8.4332638,13.52342563,-3.131716,-7.82929,0.894776,250.7,-14.6,2.8,0,0,1684,1024,1024,1024,250.8,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,209.240885,117.454072,6,P-GPS,
14900,27-10-20 5:05,13.81216658,99.7173254,117.454072,,,209.240885,0,8.6345884,14.86604378,10,4,11.885,209.568969,117.782156,8.6345884,14.86604378,-3.131716,-8.052984,0.894776,250.6,-14.7,2.8,0,0,1684,1024,1024,1024,250.8,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,209.240885,117.454072,6,P-GPS,
15000,27-10-20 5:05,13.81216545,99.7173216,117.125988,,,208.912801,0,9.1490846,16.25045984,10,4,11.885,209.568969,117.782156,9.1490846,16.25045984,-3.35541,-8.500372,0.894776,251,-14.7,2.8,0,0,1684,1024,1024,848,250.8,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,208.912801,117.125988,6,P-GPS,
15100,27-10-20 5:05,13.81216428,99.71731763,117.125988,,,208.912801,0,9.4398868,17.69639164,10,4,11.885,209.568969,117.782156,9.4398868,17.69639164,-3.579104,-8.724066,1.11847,250.6,-14.8,3.1,0,0,1684,1024,1024,780,250.4,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,208.912801,117.125988,6,P-GPS,
15200,27-10-20 5:05,13.81216299,99.71731356,116.797904,,,208.584717,0,9.842536,19.18763185,10,4,11.885,209.568969,117.782156,9.842536,19.18763185,-3.579104,-9.171454,0.671082,250.6,-14.8,2.8,0,0,1684,1024,1024,726,249.3,0,98,3.99,3.978,4.044,0,0,0,8.46,85.46,208.584717,116.797904,6,P-GPS,
15300,27-10-20 5:05,13.81216164,99.71730919,116.797904,,,208.584717,0,10.3346628,20.79222507,10,4,11.928,209.568969,117.782156,10.3346628,20.79222507,-3.802798,-9.618842,0.671082,250.2,-14.9,3,0,0,1684,1024,1024,716,247.8,0,98,3.985,3.979,3.976,0,0,0,7.89,85.64,208.584717,116.797904,6,P-GPS,
15400,27-10-20 5:05,13.81216019,99.71730475,116.797904,,,208.584717,0,10.625465,22.42959389,10,4,11.928,209.568969,117.782156,10.625465,22.42959389,-4.026492,-9.842536,0.894776,249.2,-15,3.4,0,0,1684,1024,1024,828,246,0,98,3.985,3.979,3.976,0,0,0,7.89,85.64,208.584717,116.797904,6,P-GPS,
15500,27-10-20 5:05,13.81215866,99.7173,116.46982,,,208.256633,0,11.0504836,24.18559789,10,4,11.928,209.568969,117.782156,11.0504836,24.18559789,-4.026492,-10.289924,0.894776,247.6,-14.9,3.7,0,0,1684,1024,1024,1024,245,0,98,3.985,3.979,3.976,0,0,0,7.89,85.64,208.256633,116.46982,6,P-GPS,
15600,27-10-20 5:05,13.81215705,99.71729521,116.46982,,,208.256633,0,11.5426104,25.96250083,10,4,11.928,209.568969,117.782156,11.5426104,25.96250083,-4.250186,-10.737312,1.11847,246.1,-14.9,3.5,0,0,1684,1024,1024,1024,244.9,0,98,3.985,3.979,3.976,0,0,0,7.89,85.64,208.256633,116.46982,6,P-GPS,
15700,27-10-20 5:05,13.81215534,99.71729,116.141736,,,207.928549,0,12.0571066,27.89186441,10,4,11.928,209.568969,117.782156,12.0571066,27.89186441,-4.47388,-11.1847,0.671082,245.4,-14.8,3.5,0,0,1684,1024,1024,1024,245,0,98,3.985,3.979,3.976,0,0,0,7.89,85.64,207.928549,116.141736,6,P-GPS,
15800,27-10-20 5:05,13.81215357,99.71728481,116.141736,,,207.928549,0,12.2584312,29.82552589,10,4,11.928,209.568969,117.782156,12.2584312,29.82552589,-4.47388,-11.408394,0.671082,245,-14.8,3.4,0,0,1684,1024,1024,1024,244.9,0,98,3.985,3.979,3.976,0,0,0,7.89,85.64,207.928549,116.141736,6,P-GPS,
15900,27-10-20 5:05,13.81215162,99.71727908,116.141736,,,207.928549,0,12.750558,31.95925299,10,4,11.928,209.568969,117.782156,12.750558,31.95925299,-4.697574,-11.855782,0.223694,244.8,-15.3,3.4,0,0,1684,1024,1024,1024,244.9,0,98,3.985,3.979,3.976,0,0,0,7.89,85.64,207.928549,116.141736,6,P-GPS,
